id,"gp","fund"
8809,"苏州高新创业投资集团太湖金谷资本管理有限公司","苏州聚新中小科技创业投资企业（有限合伙）"
8810,"苏州金沙江朝华创业投资管理有限公司","苏州金沙江朝华创业投资合伙企业(有限合伙)"
8811,"苏州金沙江朝华创业投资管理有限公司","苏州金沙江朝华二期创业投资合伙企业（有限合伙）"
8812,"青岛国投厚源投资管理有限公司","青岛国投东兴创业投资基金合伙企业（有限合伙）"
8813,"青岛国投厚源投资管理有限公司","潍坊市奎文青银城镇建设发展基金合伙企业（有限合伙）"
8814,"青岛华资达信股权投资管理有限公司","青岛华资达信创业投资有限公司"
8815,"北京九思博源投资管理有限公司","深圳前海青蓝博观创业投资管理中心（有限合伙）"
8816,"北京九思博源投资管理有限公司","深圳前海青蓝润成创业投资管理中心（有限合伙）"
8817,"深圳前海君川投资管理有限公司","共青城致一投资管理合伙企业（有限合伙）"
8818,"深圳前海君川投资管理有限公司","共青城点亮投资管理合伙企业（有限合伙）"
8819,"上海尊润资产管理有限公司","宁波尊润股权投资中心（有限合伙）"
8820,"上海尊润资产管理有限公司","宁波隆润投资中心（有限合伙）"
8821,"杭州王道创业投资管理有限公司","杭州王道浪起创业投资合伙企业（有限合伙）"
8822,"杭州王道创业投资管理有限公司","杭州王道怀谷投资管理合伙企业（有限合伙）"
8823,"北京联创云洲投资管理有限公司","银川梦想之翼投资管理中心（有限合伙）"
8824,"上海益松投资管理有限公司","珠海市益松文化传媒合伙企业（有限合伙）"
8825,"杭州赛宸吉盛投资合伙企业（有限合伙）","杭州赛航投资合伙企业（有限合伙）"
8826,"江苏金财投资有限公司","江苏金财创业投资基金（有限合伙）"
8827,"将门投资管理顾问（北京）有限公司","北京将门成长创业投资中心（有限合伙）"
8828,"苏州维特力新创业投资管理有限公司","苏州维新仲华创业投资合伙企业（有限合伙）"
8829,"上海浦心股权投资基金管理有限公司","宁波浦心坤德股权投资中心（有限合伙）"
8830,"上海浦心股权投资基金管理有限公司","宁波浦心君煜投资中心（有限合伙）"
8831,"广东广晟创业投资管理有限公司","广东广晟新材料创业投资基金（有限合伙）"
8832,"深圳诺辉岭南投资管理有限公司","深圳诺辉中惠创投合伙企业（有限合伙）"
8833,"深圳诺辉岭南投资管理有限公司","新余龙门紫薇投资合伙企业（有限合伙）"
8834,"深圳诺辉岭南投资管理有限公司","深圳市诺辉小葱投资管理合伙企业（有限合伙）"
8835,"北京大通万银投资管理中心（有限合伙）","北京万银乾通创业投资中心（有限合伙）"
8836,"深圳市极星创业投资管理有限公司","厦门极星天使股权投资合伙企业（有限合伙）"
8837,"东莞市三藏资产管理有限公司","东莞市三藏坚石股权投资企业（有限合伙）"
8838,"上海道彤清辉投资管理有限公司","上海道彤清辉创业投资中心（有限合伙）"
8839,"衡水高康投资管理有限公司","衡水高胜康睿创业投资基金管理中心（有限合伙）"
8840,"深圳松禾远望资本管理有限公司","深圳松禾远望一号投资企业（有限合伙）"
8841,"陕西供销知守基金管理有限公司","陕西供销合作发展创业投资合伙企业（有限合伙）"
8842,"上海紫槐定基投资管理有限公司","上海定承投资合伙企业（有限合伙）"
8843,"杭州游侠汇亦期投资管理有限公司","杭州游侠汇创业投资合伙企业（有限合伙）"
8844,"沸点资产管理（天津）有限公司","嘉兴雨树投资管理合伙企业（有限合伙）"
8845,"沸点资产管理（天津）有限公司","嘉兴沸点安企投资合伙企业（有限合伙）"
8846,"沸点资产管理（天津）有限公司","上海雨树沸点投资合伙企业（有限合伙）"
8847,"沸点资产管理（天津）有限公司","嘉兴居銮投资合伙企业（有限合伙）"
8848,"宁波清流和盛投资管理有限公司","宁波梅山保税港区清晗股权投资基金合伙企业（有限合伙）"
8849,"杭州容康投资管理有限公司","杭州容胜投资合伙企业（有限合伙）"
8850,"哈尔滨朗江创业投资管理有限公司","哈尔滨朗江汇鑫壹号创业投资企业（有限合伙）"
8851,"哈尔滨朗江创业投资管理有限公司","哈尔滨朗江创新股权投资企业（有限合伙）"
8852,"深圳市万物成长创业投资有限责任公司","深圳市万物成长股权投资合伙企业（有限合伙）"
8853,"北京泓御资产管理有限公司","宁波鸿景股权投资合伙企业（有限合伙）"
8854,"湖州望舒投资管理有限公司","吉安县产业助力壹期创业投资合伙企业（有限合伙）"
8855,"湖州望舒投资管理有限公司","湖州望舒丝尚创业投资合伙企业（有限合伙）"
8856,"杭州城投富鼎投资管理有限公司","杭州城和股权投资基金合伙企业（有限合伙）"
8857,"上海葡萄纬度创业投资有限公司","宁波梅山保税港区纬度未来创业投资中心（有限合伙）"
8858,"杭州丰豪创业投资合伙企业（有限合伙）","杭州仁豪创业投资合伙企业（有限合伙）"
8859,"北京信中利嘉信股权投资管理有限责任公司","北京信沃股权投资中心（有限合伙）"
8860,"霍尔果斯易简新媒体创业投资有限公司","珠海易简合赢投资合伙企业（有限合伙）"
8861,"湖南弘高高科投资管理有限公司","湖南弘高高技术服务创业投资有限公司"
8862,"深圳光量财略投资管理有限公司","深圳光量启新投资管理企业（有限合伙）"
8863,"深圳光量财略投资管理有限公司","深圳光量启明投资管理企业（有限合伙）"
8864,"深圳光量财略投资管理有限公司","宁波高新区光量领势创业投资合伙企业（有限合伙）"
8865,"成都阶梯创业投资有限公司","成都阶梯创业投资合伙企业（有限合伙）"
8866,"苏州美众创业投资管理有限公司","苏州美敦力创业投资合伙企业（有限合伙）"
8867,"西藏泰合万峰创业投资管理有限公司","西藏互教壹号创业投资中心（有限合伙）"
8868,"西藏泰合万峰创业投资管理有限公司","宁波万乘灌铁骑投资合伙企业（有限合伙）"
8869,"西藏泰合万峰创业投资管理有限公司","西藏元宝壹号创业投资中心（有限合伙）"
8870,"南京毅达股权投资管理企业（有限合伙）","江苏高投创新中小发展创业投资合伙企业（有限合伙）"
8871,"南京毅达股权投资管理企业（有限合伙）","江苏高投创新科技创业投资合伙企业（有限合伙）"
8872,"南京毅达股权投资管理企业（有限合伙）","江苏人才创新创业投资三期基金（有限合伙）"
8873,"南京毅达股权投资管理企业（有限合伙）","江苏省现代服务业发展创业投资基金（有限合伙）"
8874,"南京毅达股权投资管理企业（有限合伙）","江苏毅达鑫海创业投资基金（有限合伙）"
8875,"南京毅达股权投资管理企业（有限合伙）","江苏毅达新烁创业投资基金（有限合伙）"
8876,"上海乐雍投资管理有限公司","上海乐雍创业投资中心（有限合伙）"
8877,"深圳峰林创业投资有限公司","深圳峰林一号新兴产业创业投资基金合伙企业（有限合伙）"
8878,"深圳峰林创业投资有限公司","深圳红树香山投资合伙企业（有限合伙）"
8879,"西安百联资本创业投资管理中心（有限合伙）","西安百联大健康创业投资合伙企业（有限合伙）"
8880,"北京水木资产管理有限公司","水木天使母基金"
8881,"广州海朋酷远投资管理有限公司","广州海朋壹投资企业（有限合伙）"
8882,"道一泉（青岛）资产管理有限公司","宁波前海众诚投资合伙企业（有限合伙）"
8883,"道一泉（青岛）资产管理有限公司","道一泉三板1号创业投资基金"
8884,"镇江市高校园区科技创业投资有限公司","镇江市高校园区科技创业投资有限公司"
8885,"宁波绿河燕园投资管理有限公司","宁波首科绿河创业投资合伙企业（有限合伙）"
8886,"南通金晨碧投资管理有限公司","南通金碧晨新兴产业投资合伙企业（有限合伙）"
8887,"上海创伴投资管理有限公司","上海创伴创业投资合伙企业（有限合伙）"
8888,"苏州工业园区元福创业投资管理企业（有限合伙）","苏州工业园区新建元二期创业投资企业（有限合伙）"
8889,"南京景泰恒投资管理有限公司","南京景永医疗健康创业投资基金合伙企业（有限合伙）"
8890,"安徽水木投资管理中心（有限合伙）","合肥水木创业投资企业（有限合伙）"
8891,"东霖钜盛（北京）投资有限公司","北京东霖融创投资管理中心（有限合伙）"
8892,"国钰投资管理（深圳）有限公司","霍尔果斯中泰德钰股权投资合伙企业（有限合伙）"
8893,"国钰投资管理（深圳）有限公司","济南国钰泽仁创业投资合伙企业（有限合伙）"
8894,"广东国富顺投股权投资企业（有限合伙）","广东国富顺投互联网投资合伙企业（有限合伙）"
8895,"上海磐石嘉岐创业投资管理有限公司","上海磐石涌添投资合伙企业（有限合伙）"
8896,"上海磐石嘉岐创业投资管理有限公司","上海磐石嘉岐创业投资合伙企业（有限合伙）"
8897,"北京星瀚传奇资本管理有限公司","北京星瀚资本投资管理合伙企业（有限合伙）"
8898,"北京星瀚传奇资本管理有限公司","重庆星瀚博远股权投资基金合伙企业（有限合伙）"
8899,"上海泰甫创业投资管理有限公司","上海泰沂创业投资合伙企业（有限合伙）"
8900,"烟台源志力帆股权投资有限公司","烟台源创现代服务业创业投资合伙企业（有限合伙）"
8901,"上海业如天建投资管理有限公司","宁波梅山保税港区如创股权投资合伙企业（有限合伙）"
8902,"上海业如天建投资管理有限公司","宁波梅山保税港区业建投资合伙企业（有限合伙）"
8903,"上海业如天建投资管理有限公司","宁波梅山保税港区业孚股权投资合伙企业（有限合伙）"
8904,"深圳市点石投资管理有限公司","深圳市点石贰号创业投资合伙企业（有限合伙）"
8905,"深圳市点石投资管理有限公司","深圳市点石叁号创业投资合伙企业（有限合伙）"
8906,"深圳市点石投资管理有限公司","深圳市点石创业投资合伙企业（有限合伙）"
8907,"北京创益晟投资管理有限公司","北京创益优选投资中心（有限合伙）"
8908,"北京苇渡资本管理有限公司","宁波梅山保税港区苇渡二期医疗投资合伙企业 （有限合伙）"
8909,"北京苇渡资本管理有限公司","宁波苇渡一期医疗创业投资合伙企业（有限合伙）"
8910,"广州金锆石资产管理有限公司","杭州盛津投资合伙企业（有限合伙）"
8911,"凯磐（上海）资产管理有限公司","上海灏德股权投资基金合伙企业(有限合伙)"
8912,"北京创世空间投资管理有限公司","杭州唯创股权投资基金合伙企业（有限合伙）"
8913,"杭州遥领投资管理有限公司","杭州领游投资管理合伙企业（有限合伙）"
8914,"锦绣太和（北京）资本管理有限公司","共青城誉美中和投资管理合伙企业（有限合伙）"
8915,"锦绣太和（北京）资本管理有限公司","嘉兴心正中和投资合伙企业（有限合伙）"
8916,"锦绣太和（北京）资本管理有限公司","嘉兴齐家中和投资合伙企业（有限合伙）"
8917,"锦绣太和（北京）资本管理有限公司","共青城聚美中和投资管理合伙企业（有限合伙）"
8918,"锦绣太和（北京）资本管理有限公司","嘉兴明润中和投资合伙企业（有限合伙）"
8919,"锦绣太和（北京）资本管理有限公司","嘉兴金台太和投资合伙企业（有限合伙）"
8920,"锦绣太和（北京）资本管理有限公司","共青城添赢中和投资管理合伙企业（有限合伙）"
8921,"锦绣太和（北京）资本管理有限公司","共青城誉美中和二期投资管理合伙企业（有限合伙）"
8922,"北京采思投资有限公司","北京九合云涌投资中心（有限合伙）"
8923,"珠海梧桐高创投资管理有限公司","深圳前海千意众合投资基金一期企业（有限合伙）"
8924,"珠海梧桐高创投资管理有限公司","珠海梧桐高创投资基金企业（有限合伙）"
8925,"太库创业投资管理（横琴）有限公司","太库创新（固安）基金管理中心(有限合伙)"
8926,"深圳市启赋新材创业投资管理有限公司","深圳市鑫兴投资管理合伙企业（有限合伙）"
8927,"深圳市启赋新材创业投资管理有限公司","新余烨晶投资管理合伙企业（有限合伙）"
8928,"深圳市启赋新材创业投资管理有限公司","新余启赋四号投资管理合伙企业（有限合伙）"
8929,"深圳市启赋新材创业投资管理有限公司","福州启赋新材创业投资合伙企业（有限合伙）"
8930,"苏州工业园区天成正通创业投资有限公司","青岛天成正通企业管理中心（有限合伙）"
8931,"深圳市联道资产管理有限公司","深圳市君之恒股权投资合伙企业(有限合伙)"
8932,"深圳市联道资产管理有限公司","深圳市致合陆号股权投资合伙企业（有限合伙）"
8933,"深圳市联道资产管理有限公司","深圳市联道捌号投资合伙企业（有限合伙）"
8934,"深圳市联道资产管理有限公司","深圳市杭汉绿色生态合伙企业（有限合伙）"
8935,"深圳市联道资产管理有限公司","深圳市联道陆号投资合伙企业（有限合伙）"
8936,"深圳市联道资产管理有限公司","深圳市联道玖号投资合伙企业（有限合伙）"
8937,"兴业汇富资产管理（北京）有限公司","北京利盈广富创业投资中心（有限合伙）"
8938,"国投创合（北京）基金管理有限公司","国投创合国家新兴产业创业投资引导基金（有限合伙）"
8939,"国投创合（北京）基金管理有限公司","杭州创合精选创业投资合伙企业（有限合伙）"
8940,"北京愿景投资管理有限公司","北京互联愿景创业投资中心（有限合伙）"
8941,"北京明嘉投资管理有限公司","厦门明嘉天成股权投资合伙企业（有限合伙）"
8942,"浙江通元资本管理有限公司","杭州通元优科创业投资合伙企业（有限合伙）"
8943,"深圳市海创基金管理有限公司","深圳市海创创新基金合伙企业（有限合伙）"
8944,"深圳市海创基金管理有限公司","深圳市海创创新投资合伙企业(有限合伙)"
8945,"厦门泛泰创业投资管理有限公司","厦门泛荣高技术服务业创业投资合伙企业（有限合伙）"
8946,"北京初心远景投资管理有限公司","北京初心创新投资中心（有限合伙）"
8947,"北京初心远景投资管理有限公司","北京初心致远投资中心（有限合伙）"
8948,"上海韩吾纪创业投资管理有限公司","杭州叶知秋投资管理合伙企业（有限合伙）"
8949,"上海永堪投资管理有限公司","上海张科领弋升帆创业投资中心（有限合伙）"
8950,"厦门景圆蓝海创业投资管理有限公司","厦门景圆蓝海创业投资基金合伙企业（有限合伙）"
8951,"降维股权投资（上海）有限公司","上海降维创业投资管理中心（有限合伙）"
8952,"降维股权投资（上海）有限公司","上海降维投资管理中心（有限合伙）"
8953,"温州维度投资管理有限公司","温州维度科创股权投资基金合伙企业（有限合伙）"
8954,"温州维度投资管理有限公司","平阳维度中唐投资中心（有限合伙）"
8955,"温州维度投资管理有限公司","温州维盛投资中心（有限合伙）"
8956,"温州维度投资管理有限公司","温州维度维壹投资中心（有限合伙）"
8957,"温州维度投资管理有限公司","平阳维度中夏投资中心（有限合伙）"
8958,"温州维度投资管理有限公司","平阳维度军科股权投资基金中心（有限合伙）"
8959,"上海祥榕投资管理有限公司","上海芮昱投资中心(有限合伙）"
8960,"杭州原质投资管理有限公司","杭州原质连客创业投资合伙企业（有限合伙）"
8961,"四川思佰益金鼎股权投资基金管理有限公司","德阳思鼎新兴产业创业投资基金合伙企业 （有限合伙）"
8962,"福建省拓锋投资管理有限公司","平潭综合实验区拓锋禾玺股权投资合伙企业（有限合伙）"
8963,"福建省拓锋投资管理有限公司","福建拓锋九阜股权投资有限合伙企业"
8964,"福建省拓锋投资管理有限公司","福建拓锋汇金投资合伙企业（有限合伙）"
8965,"陕西省成长性企业引导基金管理有限公司","陕西成长性新兴产业股权管理合伙企业（有限合伙）"
8966,"陕西省成长性企业引导基金管理有限公司","陕西成长性新材料行业股权管理合伙企业（有限合伙）"
8967,"陕西省成长性企业引导基金管理有限公司","陕西君源惠科投资基金合伙企业（有限合伙）"
8968,"深圳君助投资管理有限公司","北京君助启航管理咨询中心（有限合伙）"
8969,"深圳市星河领创天下基金管理有限公司","深圳市星河领创一期投资企业（有限合伙）"
8970,"珠海神州泰岳投资管理有限公司","珠海神州泰岳新兴产业投资企业（有限合伙）"
8971,"青岛旭健投资管理有限公司","青岛邦源创业投资中心（有限合伙）"
8972,"青岛旭健投资管理有限公司","青岛昱源创业投资中心（有限合伙）"
8973,"青岛旭健投资管理有限公司","青岛昱源二期创业投资中心（有限合伙）"
8974,"上海洪峰创业投资管理有限公司","上海洪峰创业投资合伙企业（有限合伙）"
8975,"厦门市深度世纪投资管理合伙企业(有限合伙)","厦门市深度合瑞投资管理合伙企业（有限合伙）"
8976,"宁波众心元投资管理有限公司","宁波梅山保税港区亨实投资合伙企业（有限合伙）"
8977,"厦门千杉云帆资产管理有限公司","厦门千杉启永投资合伙企业（有限合伙）"
8978,"厦门千杉云帆资产管理有限公司","厦门千杉幂方股权投资合伙企业（有限合伙）"
8979,"北京慕华金信投资管理有限公司","南通慕华股权投资中心（有限合伙）"
8980,"湘潭潭盛高新投资管理有限公司","湘潭高新先进装备制造创业投资基金（有限合伙）"
8981,"珠海大业股权投资基金管理有限公司","青岛元亨创业咨询管理有限合伙企业（有限合伙）"
8982,"深圳可可松资本管理合伙企业（有限合伙）","深圳可可松一号创业投资合伙企业（有限合伙）"
8983,"常州清源东方投资管理合伙企业(有限合伙)","常州东方产业引导股权投资基金有限公司"
8984,"常州清源东方投资管理合伙企业(有限合伙)","常州东方鑫融产业投资合伙企业（有限合伙）"
8985,"常州清源东方投资管理合伙企业(有限合伙)","常州清源创通创业投资合伙企业（有限合伙）"
8986,"湖南永创伟业投资管理有限公司","湖南永创伟业创业投资企业（有限合伙）"
8987,"上海方广投资管理有限公司","上海方广创业投资合伙企业（有限合伙）"
8988,"上海方广投资管理有限公司","苏州方广创业投资合伙企业（有限合伙)"
8989,"上海方广投资管理有限公司","上海方广尔期创业投资合伙企业（有限合伙）"
8990,"上海方广投资管理有限公司","苏州方广二期创业投资合伙企业（有限合伙）"
8991,"臻云智能（北京）投资管理有限公司","北京臻云智能创业投资有限公司"
8992,"上海资宁投资管理有限公司","上海创金投资中心（有限合伙）"
8993,"苏州天宫号投资管理有限公司","苏州天宫一号投资中心（有限合伙）"
8994,"北京左驭资产管理有限公司","新疆左驭春晓股权投资合伙企业（有限合伙）"
8995,"宁波梅山保税港区创达领地投资管理有限公司","上海子望投资合伙企业（有限合伙)"
8996,"国亨信益（北京）资产管理有限公司","杭州润亦祥股权投资基金合伙企业（有限合伙）"
8997,"深圳海马第一基金管理有限公司","长兴海马股权投资合伙企业（有限合伙）"
8998,"河南高科技创业投资股份有限公司","河南高创金财创业投资基金（有限合伙）"
8999,"珠海香洲华金创业投资基金管理有限公司","珠海香洲华金新兴产业创业投资基金（有限合伙）"
9000,"深圳国中创业投资管理有限公司","中小企业发展基金（深圳有限合伙）"
9001,"南方海创基金管理（深圳）有限公司","深圳市前海海创基金合伙企业（有限合伙）"
9002,"南方海创基金管理（深圳）有限公司","南方海创基金（深圳）合伙企业（有限合伙）"
9003,"北京晟龙元和投资管理有限公司","北京元和云鼎投资基金合伙企业（有限合伙）"
9004,"深圳正道科技创业投资有限责任公司","常州正道智远创业投资合伙企业（有限合伙）"
9005,"武汉东湖众合天使基金管理有限公司","武汉东湖众合天使投资中心（有限合伙）"
9006,"武汉东湖众合天使基金管理有限公司","武汉东湖经纬天使投资中心（有限合伙）"
9007,"上海英硕投资中心(有限合伙）","宁波梅山保税港区英硕翔腾投资合伙企业（有限合伙）"
9008,"北京恺富盛世投资管理有限公司","北京恺富智恒创业投资发展中心（有限合伙）"
9009,"贵阳祥远投资管理有限公司","贵州新创实达创业投资合伙企业（有限合伙）"
9010,"东莞市松鼎股权投资管理有限公司","东莞市松鼎朗创投资合伙企业（有限合伙）"
9011,"南京宇愽投资管理有限公司","南京宇陵企业管理咨询合伙企业（有限合伙）"
9012,"珠海启融创业投资管理有限公司","珠海融涪股权投资合伙企业（有限合伙）"
9013,"珠海启融创业投资管理有限公司","珠海启迪融创一期医疗产业投资合伙企业（有限合伙）"
9014,"北京一八九八创业投资基金管理中心（有限合伙）","北京一八九八友创投资中心（有限合伙）"
9015,"盈富泰克（深圳）新兴产业投资基金管理有限公司","盈富泰克国家新兴产业创业投资引导基金（有限合伙）"
9016,"上海汇勤股权投资管理有限公司","新余汇晋投资管理合伙企业（有限合伙）"
9017,"上海汇勤股权投资管理有限公司","新余汇勤投资管理合伙企业（有限合伙）"
9018,"上海汇勤股权投资管理有限公司","新余汇怡投资管理合伙企业（有限合伙）"
9019,"上海汇勤股权投资管理有限公司","新余汇祺投资管理合伙企业（有限合伙）"
9020,"苏州工业园区厚盛投资管理有限公司","苏州工业园区灏盛生物医药投资企业（有限合伙）"
9021,"上海聚升资产管理有限公司","聚升一期股权投资基金"
9022,"乐搏大成（北京）投资咨询有限公司","北京乐搏佳成股权投资中心（有限合伙）"
9023,"上创普盛（天津）创业投资管理有限公司","天津普银创业投资合伙企业（有限合伙）"
9024,"浙江格物资产管理有限公司","杭州泊库岛投资管理合伙企业（有限合伙）"
9025,"北京源星图创业投资有限公司","北京通裕恒丰投资管理中心（有限合伙）"
9026,"北京源星图创业投资有限公司","北京君和恒泰投资管理中心（有限合伙）"
9027,"北京源星图创业投资有限公司","北京幻源动力投资管理中心（有限合伙）"
9028,"北京泰有投资管理有限公司","北京泰有创业投资合伙企业（有限合伙）"
9029,"黑龙江龙财盘实高新技术创业股权投资基金管理有限公司","黑龙江龙财盘实高新技术创业股权投资基金企业(有限合伙)"
9030,"珠海泰岳梧桐投资管理有限公司","珠海泰岳梧桐投资合伙企业（有限合伙）"
9031,"广东鼎诺资本管理有限公司","共青城锦绣鼎丰投资管理合伙企业（有限合伙）"
9032,"厦门英特嘉投资管理有限公司","厦门爱爱特创业投资合伙企业（有限合伙）"
9033,"厦门英特嘉投资管理有限公司","厦门英诺嘉业股权投资基金合伙企业（有限合伙）"
9034,"杭州云和泰丰投资管理合伙企业（有限合伙）","杭州云和易晨投资管理合伙企业（有限合伙）"
9035,"嘉兴柒玖投资管理合伙企业（有限合伙）","嘉兴北源投资合伙企业（有限合伙）"
9036,"厦门如川投资管理有限公司","如川（厦门）投资合伙企业（有限合伙）"
9037,"宁波雄牛股权投资管理合伙企业(有限合伙)","宁波雄牛新动力股权投资合伙企业（有限合伙）"
9038,"北京知投基金管理有限公司","贵阳贵银大数据金融产业投资基金（有限合伙）"
9039,"玉溪市国新投资基金管理有限公司","玉溪运通股权投资基金合伙企业（有限合伙）"
9040,"厦门市凤凰花季基金管理有限公司","厦门市凤凰花季创业投资基金合伙企业（有限合伙）"
9041,"厦门市凤凰花季基金管理有限公司","厦门市汇富花开股权投资基金合伙企业（有限合伙）"
9042,"厦门邦国资产管理有限公司","厦门邦国投资合伙企业（有限合伙）"
9043,"天津中科达创业投资管理有限公司","天津荷叶企业管理咨询合伙企业（有限合伙）"
9044,"天津中科达创业投资管理有限公司","天津中科博威投资管理合伙企业（有限合伙）"
9045,"丹晟创业投资管理（北京）有限公司","北京丹晟投资基金中心（有限合伙）"
9046,"祥融财富投资管理（北京）有限公司","北京科创融智创业投资中心（有限合伙）"
9047,"杭州乐邦医疗投资管理有限公司","杭州乐道五号投资合伙企业（有限合伙）"
9048,"杭州乐邦医疗投资管理有限公司","杭州海培投资管理合伙企业（有限合伙）"
9049,"北京泰有系创业投资管理有限公司","杭州泰之有创业投资合伙企业（有限合伙）"
9050,"亿德隆基金投资管理（深圳）有限公司","东阿县亿德隆德盛股权投资基金中心（有限合伙）"
9051,"苏州展毅投资管理有限公司","甲湛（上海）投资中心（有限合伙）"
9052,"杭州华麓投资管理有限公司","杭州华麓金股权投资合伙企业（有限合伙）"
9053,"杭州华麓投资管理有限公司","杭州华麓鑫股权投资合伙企业（有限合伙）"
9054,"深圳市在田投资管理有限公司","深圳市见龙一号创业投资企业（有限合伙）"
9055,"宁波小多投资管理有限公司","宁波梅山保税港区小联力合股权投资合伙企业（有限合伙）"
9056,"宁波金铃合珑资产管理有限公司","宁波梅山保税港区铃珑投资合伙企业（有限合伙）"
9057,"天津远方资产管理有限公司","扬州远方产业扶持基金合伙企业（有限合伙）"
9058,"天津麟玺创业投资管理有限公司","天津麟玺创业投资基金合伙企业（有限合伙）"
9059,"深圳前海文鑫投资管理有限公司","新余文鑫投资管理中心（有限合伙）"
9060,"上海逐原资本管理有限公司","宁波梅山保税港区逐原投资中心（有限合伙）"
9061,"广东若缺投资管理有限公司","共青城若缺投资管理合伙企业（有限合伙）"
9062,"哈尔滨科力创业投资管理有限公司","大庆市高新技术产业投资企业（有限合伙）"
9063,"哈尔滨科力创业投资管理有限公司","哈尔滨科力壹号创业投资企业（有限合伙）"
9064,"哈尔滨科力创业投资管理有限公司","哈尔滨经济技术开发区新兴产业股权投资企业（有限合伙）"
9065,"蚌埠市育珠投资基金管理有限公司","蚌埠市育珠设计产业基金（有限合伙）"
9066,"合肥国科新能股权投资管理合伙企业（有限合伙）","新能源汽车科技创新（合肥）股权投资合伙企业（有限合伙）"
9067,"上海石雀投资管理有限公司","宁波梅山保税港区君澜和美股权投资合伙企业（有限合伙）"
9068,"上海石雀投资管理有限公司","上海璇业企业管理合伙企业（有限合伙）"
9069,"四川联创东林股权投资基金管理有限公司","成都联创博瑞股权投资基金管理中心(有限合伙)"
9070,"广州银杏投资管理有限公司","广东银杏广博创业投资合伙企业（有限合伙）"
9071,"哈匹国际投资管理（深圳）有限公司","深圳哈匹九号投资企业（有限合伙）"
9072,"哈匹国际投资管理（深圳）有限公司","深圳哈匹七号投资企业（有限合伙）"
9073,"上海泉境股权投资基金管理中心（有限合伙）","上海鹏动信息科技中心（有限合伙）"
9074,"杭州真新投资管理有限公司","武汉普华真新股权投资合伙企业（有限合伙）"
9075,"杭州真新投资管理有限公司","杭州真新合创投资合伙企业（有限合伙）"
9076,"河南欧瑞宏润创业投资基金管理有限公司","河南宏润节能环保创业投资基金（有限合伙）"
9077,"杭州鸣弦投资管理有限公司","杭州小奥创业投资合伙企业（有限合伙）"
9078,"杭州鸣弦投资管理有限公司","诸暨嘉维创业投资合伙企业（有限合伙）"
9079,"杭州鸣弦投资管理有限公司","杭州十维创业投资合伙企业(有限合伙)"
9080,"浙江策信投资管理有限公司","杭州臻钰创业投资合伙企业(有限合伙)"
9081,"北京君紫优创基金管理有限公司","北京市产融合创投资基金中心（有限合伙）"
9082,"成都川商兴业股权投资基金管理有限公司","成都川商伍号股权投资基金中心（有限合伙）"
9083,"成都川商兴业股权投资基金管理有限公司","成都川商贰号股权投资基金中心（有限合伙）"
9084,"杭州网鼎投资管理有限公司","杭州紫兴创业投资合伙企业（有限合伙）"
9085,"飞图创业投资（北京）有限公司","嘉兴飞图胜元创业投资合伙企业（有限合伙）"
9086,"飞图创业投资（北京）有限公司","北京飞图开元创业投资中心（有限合伙）"
9087,"华控（天津）投资管理有限公司","华控基石（天津）创业投资合伙企业（有限合伙）"
9088,"经典投资（北京）有限公司","凤起山庄投资控股有限公司"
9089,"盛元基金管理（深圳）有限公司","鑫元创（深圳）科技企业（有限合伙）"
9090,"深圳市铸元君岳投资基金管理有限责任公司","共青城铸元天铖产业投资管理合伙企业（有限合伙）"
9091,"珠海横琴睿盟希一期股权投资管理企业（有限合伙）","宁波梅山保税港区希格斯股权投资基金合伙企业（有限合伙）"
9092,"嘉兴健腾投资管理有限公司","嘉兴健腾沛盛股权投资基金合伙企业（有限合伙）"
9093,"统合股权投资基金管理（杭州）有限公司","杭州耿著股权投资合伙企业（有限合伙）"
9094,"杭州和盟和你投资管理有限公司","杭州和盟皓驰投资合伙企业（有限合伙）"
9095,"宁波同创伟业投资咨询有限公司","宁波市鄞州同锦创业投资合伙企业（有限合伙）"
9096,"宁波同创伟业投资咨询有限公司","宁波市鄞州共皓投资管理合伙企业（有限合伙）"
9097,"深圳前海富安国际资产经营管理有限公司","东莞市赢越投资合伙企业（有限合伙）"
9098,"新余巅峰怡广投资管理中心（有限合伙）","新余巅峰佳境投资管理合伙企业（有限合伙）"
9099,"吉林省银信股权投资基金管理有限公司","北京中杰豪泰股权投资管理中心（有限合伙）"
9100,"北京崇德英盛投资管理有限公司","北京崇德英盛创业投资有限公司"
9101,"北京泰和益通投资管理中心（普通合伙）","北京赛尔泰和创业投资中心（有限合伙）"
9102,"青岛蓝色泺金投资管理企业（有限合伙）","青岛蓝色海洋新兴产业创业投资基金管理中心（有限合伙）"
9103,"上海熙定资产管理有限公司","宿迁祖禾股权投资基金合伙企业（有限合伙）"
9104,"苏州恒越创业投资管理有限公司","苏州诺信盛合创业投资企业（有限合伙）"
9105,"湖北省齐信达投资管理有限公司","湖北津梁创业投资中心（有限合伙）"
9106,"深圳南电基金管理有限公司","深圳市智贞南电贰号投资基金企业(有限合伙)"
9107,"浙江腾鼎资产管理有限公司","丽水鼎深创业投资合伙企业（有限合伙）"
9108,"北京创易双创投资管理有限责任公司","嘉兴双创壹期股权投资基金合伙企业（有限合伙）"
